20	17	8
20	23	3
20	24	3
20	29	4
21	0	5
21	1	1
21	2	2
21	3	3
21	4	7
21	8	4
21	10	8
21	11	3
21	12	4
21	13	1
21	15	6
21	22	3
21	23	6
21	24	5
21	25	8
21	26	9
21	27	8
21	28	1
21	29	2
22	0	1
22	2	9
22	4	2
22	5	1
22	7	8
22	11	1
22	12	8
22	13	1
22	15	10
22	18	1
22	19	2
22	21	3
22	23	3
22	24	5
22	27	1
22	28	10
22	29	4
23	1	6
23	2	4
23	3	10
23	4	2
23	5	9
23	7	7
23	8	1
23	10	5
23	11	9
23	13	6
23	14	1
23	15	5
23	16	1
23	17	1
23	18	2
23	19	1
23	20	3
23	21	6
23	22	3
23	26	4
23	27	10
23	29	1
24	0	6
24	2	8
24	3	10
24	4	9
24	5	8
24	6	2
24	7	9
24	11	4
24	12	7
24	13	9
24	14	2
24	17	2
24	18	6
24	20	3
24	21	5
24	22	5
24	25	3
24	27	3
24	28	1
24	29	9
25	0	5
25	1	1
25	2	1
25	4	3
25	8	5
25	10	5
25	11	6
25	13	3
25	17	1
25	21	8
25	24	3
25	26	3
25	27	5
25	29	7
26	1	4
26	2	1
26	4	2
26	5	3
26	6	9
26	7	3
26	8	3
26	9	5
26	11	2
26	12	5
26	13	9
26	14	3
26	15	6
26	18	9
26	21	9
26	23	4
26	25	3
26	28	6
26	29	2
27	2	2
27	6	8
27	7	4
27	8	4
27	11	3
27	13	1
27	15	7
27	21	8
27	22	1
27	23	10
27	24	3
27	25	5
28	1	8
28	2	1
28	7	3
28	8	6
28	11	1
28	12	1
28	13	8
28	14	8
28	16	5
28	19	4
28	21	1
28	22	10
28	24	1
28	26	6
28	29	2
29	0	2
29	1	4
29	3	4
29	4	4
29	6	1
29	8	9
29	10	7
29	11	1
29	12	9
29	13	5
29	14	3
29	16	1
29	17	1
29	18	4
29	19	5
29	20	4
29	21	2
29	22	4
29	23	1
29	24	9
29	25	7
29	26	2
29	28	2
